Id,Name,Description,250x250 Thumbnail,Full Size Thumbnail,Comics Available,ComicName0,ComicName1,ComicName2,ComicName3,ComicName4,ComicName5,ComicName6,ComicName7,ComicName8,ComicName9,ComicName10,ComicName11,ComicName12,ComicName13,ComicName14,ComicName15,ComicName16,ComicName17,ComicName18,ComicName19,ComicName20,Stories Available,Events Available,Series Available
1009273,Diablo,,http://i.annihil.us/u/prod/marvel/i/mg/c/f0/4ce59f83af33f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/f0/4ce59f83af33f.jpg,20,Amazing Spider-Man (1999) #606,Amazing Spider-Man (1999) #607,Amazing Spider-Man (1999) #645 (SPIDEY VS. VARIANT),Avengers (1998) #38,Avengers (1998) #39,Avengers (1998) #40,Avengers Assemble Vol. 4 (Hardcover),Fantastic Four (1961) #30,Fantastic Four (1961) #35,Fantastic Four (1998) #35,Fantastic Four (1998) #36,Fantastic Four (1961) #306,Fantastic Four (1961) #307,Fantastic Four Omnibus Vol. 1 (Hardcover),Fantastic Four Omnibus Vol. 2 (Hardcover),Iron Man (1968) #159,Iron Man/Thor (2010) #3,Marvel Super-Heroes (1992) #8,Marvel Super-Heroes (1967) #20,,,22,0,12
1009274,Diamondback (Rachel Leighton),,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/526955c158ece/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/526955c158ece.jpg,33,Alias Omnibus (Hardcover),Avengers: Galactic Storm Vol. 2 (Trade Paperback),Avengers: Galactic Storm Vol.1 (Trade Paperback),Avengers: The Initiative (2007) #25,Avengers: The Initiative (2007) #29,Avengers: The Initiative (2007) #31,Avengers: The Initiative (2007) #31 (2ND PRINTING VARIANT),Avengers: The Initiative (2007) #32,Avengers: The Initiative (2007) #33 (DEADPOOL VARIANT),Avengers: The Initiative (2007) #34,Avengers: The Initiative (2007) #35,Captain America (1968) #357,Captain America (1968) #358,Captain America (1968) #359,Captain America (1968) #360,Captain America (1968) #361,Captain America (1968) #362,Captain America (1968) #369,Captain America (1968) #371,,,33,3,5
1011040,Dinah Soar,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,Deadpool (1997) #10,Deadpool (1997) #11,G.L.a. (2005) #1,G.L.a.: Misassembled (Trade Paperback),,,,,,,,,,,,,,,,,,3,0,3
1010997,Dirk Anger,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009275,Doc Samson,,http://i.annihil.us/u/prod/marvel/i/mg/3/10/5261a84c1707c/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/10/5261a84c1707c.jpg,62,Avengers (1998) #40,Avengers Assemble Vol. 4 (Hardcover),Doc Samson (2006) #1,Doc Samson (2006) #2,Doc Samson (2006) #3,Doc Samson (2006) #4,Doc Samson (2006) #5,Earth X (1999) #7,Earth X (New (Trade Paperback),Heroes Reborn: Iron Man (Trade Paperback),Hulk Visionaries: John Byrne Vol. 1 (Trade Paperback),Hulk Visionaries: Peter David Vol. 5 (Trade Paperback),Hulk: Heart of the Atom Premiere (Hardcover),Incredible Hulk (1999) #18,Incredible Hulk (1999) #19,Incredible Hulk (1999) #25,Incredible Hulk (1999) #26,Incredible Hulk (1999) #27,Incredible Hulk (1999) #29,,,60,0,19
1009281,Doctor Doom,,http://i.annihil.us/u/prod/marvel/i/mg/3/60/53176bb096d17/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/60/53176bb096d17.jpg,183,4 (2004) #17,4 Vol. 3: Divine Time (Trade Paperback),ACTS OF VENGEANCE CROSSOVERS OMNIBUS (Hardcover),ACTS OF VENGEANCE CROSSOVERS OMNIBUS (DM Only) (Hardcover),Alpha Flight (1983) #113,Amazing Spider-Man (1999) #7,Vengeance (2011) #6,Avengers (1996) #1,Avengers (1963) #156,Avengers (1963) #332,Avengers (1963) #333,Avengers & the Infinity Gauntlet (Graphic Novel),Avengers & the Infinity Gauntlet (2010) #2,Avengers & the Infinity Gauntlet (2010) #3,Avengers: First to Last (Hardcover),Avengers: First to Last Premiere (Hardcover),Avengers: The Children's Crusade (2010) #4,Avengers: The Children's Crusade (2010) #7,Black Widow & the Marvel Girls (2009) #2,,,185,9,105
1011103,Doctor Doom (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/53176ba52dea1/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/53176ba52dea1.jpg,5,Marvel Zombies: Dead Days (Trade Paperback),Ultimate Fantastic Four (2003) #32,Ultimate Fantastic Four Vol. 6: Frightful (Trade Paperback),X-Men (2010) #19,X-Men (2010) #19 (Mc 50th Anniversary Variant),,,,,,,,,,,,,,,,,3,0,4
1011206,Doctor Faustus,,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/4ce5a54ac4d4b/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/4ce5a54ac4d4b.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009276,Doctor Octopus,,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/528d31b62eaba/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/528d31b62eaba.jpg,70,Alias Omnibus (Hardcover),Amazing Spider-Man (1963) #3,Amazing Spider-Man (1999) #6,Amazing Spider-Man (1999) #9,Amazing Spider-Man (1999) #10,Amazing Spider-Man (1963) #11,Amazing Spider-Man (1963) #32,Amazing Spider-Man (1963) #33,Amazing Spider-Man (1963) #53,Amazing Spider-Man (1963) #54,Amazing Spider-Man (1963) #55,Amazing Spider-Man (1963) #56,Amazing Spider-Man (1963) #89,Amazing Spider-Man (1963) #90,Amazing Spider-Man (1963) #113,Amazing Spider-Man (1963) #131,Amazing Spider-Man (1963) #157,Amazing Spider-Man (1963) #158,Amazing Spider-Man (1963) #159,,,69,1,31
1010921,Doctor Octopus (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c00344e05ce0/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c00344e05ce0.jpg,13,Spider-Man: Reign (2006) #3,Spider-Man: Reign Premiere (Hardcover),Ultimate Spider-Man (2000) #14,Ultimate Spider-Man (2000) #15,Ultimate Spider-Man (2000) #16,Ultimate Spider-Man (2000) #17,Ultimate Spider-Man (2000) #18,Ultimate Spider-Man (2000) #19,Ultimate Spider-Man (2000) #20,Ultimate Spider-Man (2000) #104,Ultimate Spider-Man Vol. 17: Clone Saga (Trade Paperback),Ultimate Spider-Man Vol. 3: Double Trouble (Trade Paperback),Ultimate Spider-Man Vol. III: Double Trouble (Trade Paperback),,,,,,,,,11,0,6
1010689,Doctor Spectrum,,http://i.annihil.us/u/prod/marvel/i/mg/4/90/4dc2d94978576/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/90/4dc2d94978576.jpg,13,Avengers (1963) #86,Doctor Spectrum (2004) #1,Doctor Spectrum (2004) #2,Doctor Spectrum (2004) #3,Doctor Spectrum (2004) #4,Doctor Spectrum (2004) #5,Doctor Spectrum (2004) #6,Squadron Supreme (2006) #1,Squadron Supreme (2006) #2,Squadron Supreme Vol. 1: The Pre-War Years Premiere (Hardcover),Supreme Power (2010) #1,Supreme Power (2010) #2,Supreme Power (2010) #4,,,,,,,,,12,0,5
1009282,Doctor Strange,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/5261a85a501fe/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/5261a85a501fe.jpg,423,ACTS OF VENGEANCE CROSSOVERS OMNIBUS (Hardcover),ACTS OF VENGEANCE CROSSOVERS OMNIBUS (DM Only) (Hardcover),Alpha Flight (1983) #127,Amazing Spider-Man (1963) #109,Amazing Spider-Man (1999) #504,Amazing Spider-Man Annual (1964) #14,Amazing Spider-Man Vol. 7: The Book of Ezekiel (Trade Paperback),Amazing Spider-Man Vol. 7: The Book of Ezekiel (Trade Paperback),Avengers (2010) #8,Avengers (1963) #61,Avengers (1963) #115,Avengers (1963) #221,Avengers Academy (2010) #10,Avengers Annual (1967) #8,Avengers Legends Vol. II: George Perez Book I (Trade Paperback),Avengers Vs. X-Men (2012) #12,Avengers/Invaders (2008) #6,Avengers/Invaders (2008) #7,Black Panther (2005) #18,,,574,13,127
1011358,Doctor Strange (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/53176bbb6dc50/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/53176bbb6dc50.jpg,3,Ultimate Marvel Team-Up (2001) #12,Ultimate Marvel Team-Up (2001) #13,Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback),,,,,,,,,,,,,,,,,,,3,0,2
1011235,Dog Brother #1,,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/4ce5a586c3c95/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/4ce5a586c3c95.jpg,5,Immortal Iron Fist (2006) #12,Immortal Iron Fist (2006) #13,Immortal Iron Fist (2006) #16,Immortal Iron Fist (2006) #26,Iron Man 2.0 (2011) #6,,,,,,,,,,,,,,,,,5,1,2
1009277,Domino,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/526031dc10516/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/60/526031dc10516.jpg,124,Cable (1993) #4,Cable (1993) #6,Cable (1993) #7,Cable (1993) #8,Cable (2008) #13,"Cable (2008) #13 (OLIVETTI (MW, 50/50 COVER))",Cable (2008) #14,"Cable (2008) #14 (OLIVETTI MW, 50/50 COVER)",Cable (1993) #15,Cable (2008) #15,"Cable (2008) #15 (OLIVETTI (MW, 50/50 COVER))",Cable (1993) #17,Cable (1993) #18,Cable (1993) #21,Cable (1993) #23,Cable (1993) #24,Cable (1993) #25,Cable (1993) #26,Cable (1993) #27,,,150,5,28
1010330,Donald Blake,,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4ce5a23640434/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4ce5a23640434.jpg,1,Thor: First Thunder (Trade Paperback),,,,,,,,,,,,,,,,,,,,,1,0,1
1009278,Doomsday Man,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,Avengers (1998) #16,Avengers (1998) #17,Avengers Assemble Vol. 2 (Hardcover),,,,,,,,,,,,,,,,,,,3,0,2
1009279,Doop,,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4c7c646b68a2c/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4c7c646b68a2c.jpg,28,A+X (2012) #5,All-New Doop (2014) #1,Mystic Comics 70th Anniversary Special (2009) #1,X-Force (1991) #116,X-Force (1991) #117,X-Force (1991) #118,X-Force (1991) #119,X-Force (1991) #120,X-Force (1991) #121,X-Force (1991) #122,X-Force (1991) #123,X-Force (1991) #124,X-Force (1991) #125,X-Force (1991) #126,X-Force (1991) #127,X-Force (1991) #128,X-Force (1991) #129,"X-Force: Famous, Mutant & Mortal (Hardcover)",X-Statix (2002) #1,,,39,1,8
1010879,Doorman,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c00359cc7019/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c00359cc7019.jpg,4,Deadpool (1997) #10,Deadpool (1997) #11,G.L.a. (2005) #1,G.L.a.: Misassembled (Trade Paperback),,,,,,,,,,,,,,,,,,3,0,3
1011195,Dorian Gray,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009280,Dormammu,,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4c003f1ddc0e5/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4c003f1ddc0e5.jpg,29,Avengers (1963) #115,Defenders (2005) #3,Defenders: Indefensible (2005),"Doctor Strange, Sorcerer Supreme (1988) #1","Doctor Strange, Sorcerer Supreme (1988) #2","Doctor Strange, Sorcerer Supreme (1988) #7","Doctor Strange, Sorcerer Supreme (1988) #9","Doctor Strange, Sorcerer Supreme (1988) #21","Doctor Strange, Sorcerer Supreme (1988) #22","Doctor Strange, Sorcerer Supreme (1988) #23","Doctor Strange, Sorcerer Supreme (1988) #24","Doctor Strange, Sorcerer Supreme (1988) #28","Doctor Strange, Sorcerer Supreme (1988) #31","Doctor Strange, Sorcerer Supreme (1988) #36","Doctor Strange, Sorcerer Supreme (1988) #48","Doctor Strange, Sorcerer Supreme (1988) #49","Doctor Strange, Sorcerer Supreme (1988) #50","Doctor Strange, Sorcerer Supreme (1988) #55","Doctor Strange, Sorcerer Supreme (1988) #67",,,32,1,10
1014992,Dormammu (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,Ultimate Marvel Team-Up (2001) #12,Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback),,,,,,,,,,,,,,,,,,,,1,0,2
1017300,Dr. Strange (Marvel: Avengers Alliance),,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/5239b5e7d7f70/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/5239b5e7d7f70.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010677,Dracula,,http://i.annihil.us/u/prod/marvel/i/mg/a/03/526955af18612/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/03/526955af18612.jpg,37,Death of Dracula (Trade Paperback),"Doctor Strange, Sorcerer Supreme (1988) #15","Doctor Strange, Sorcerer Supreme (1988) #18",Dracula (2010) #1,Dracula (2010) #2,Dracula (2010) #3,Dracula (2010) #4,Fear Itself (2010) #1 (2nd Printing Variant),Giant-Size Chillers (1974) #1,Giant-Size Dracula (1974) #2,Giant-Size Dracula (1974) #3,Giant-Size Dracula (1974) #4,Giant-Size Dracula (1974) #5,Howard the Duck (1979) #5,Hulk Vs. Dracula (2011) #1,Hulk Vs. Dracula (2011) #2,Hulk Vs. Dracula (2011) #3,Legion of Monsters (Hardcover),Legion of Monsters (1975) #1,,,57,1,23
1011247,Dragon Lord,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,Essential Ghost Rider Vol. 1 (Trade Paperback),Marvel Spotlight (1979) #5,,,,,,,,,,,,,,,,,,,,2,0,2
1009283,Dragon Man,,http://i.annihil.us/u/prod/marvel/i/mg/a/f0/4c003f1aa3a1f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/f0/4c003f1aa3a1f.jpg,30,Amazing Spider-Man (1999) #673,Black Panther (2005) #9,Earth X (1999) #9,Earth X (1999) #10,Earth X (New (Trade Paperback),Fantastic Four (1961) #35,Fantastic Four (1961) #300,Fantastic Four (1961) #321,Fantastic Four (1961) #322,Fantastic Four (1961) #323,Fantastic Four (1961) #327,Fantastic Four (1961) #328,Fantastic Four (1961) #329,Fantastic Four (1961) #330,Fantastic Four (1961) #332,Fantastic Four (1961) #333,Fantastic Four (1961) #400,Fantastic Four Omnibus Vol. 2 (Hardcover),Fear Itself: FF (2011) #1,,,28,1,16
1010735,Drax,,http://i.annihil.us/u/prod/marvel/i/mg/e/d0/526032deabbff/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/d0/526032deabbff.jpg,11,Annihilation (2006) #1,Annihilation (2006) #2,Drax (2015) #7,Drax the Destroyer (2005) #1,Guardians of the Galaxy (2013) #1,Guardians of the Galaxy (2008) #22,Incredible Hulk Annual (1968) #20,Thor: Blood & Thunder (Trade Paperback),Warlock Chronicles (1993) #6,Warlock Chronicles (1993) #7,Warlock Chronicles (1993) #8,,,,,,,,,,,11,2,8
1010368,Dreadnoughts,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1015007,Dreaming Celestial,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,Eternals (2006) #4,Eternals by Neil Gaiman (Trade Paperback),Eternals by Neil Gaiman (Book Market) (Hardcover),,,,,,,,,,,,,,,,,,,1,0,3
1011322,Druig,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009284,Dum Dum Dugan,,http://i.annihil.us/u/prod/marvel/i/mg/e/00/4ce59f9fc788f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/00/4ce59f9fc788f.jpg,25,Annihilation Classic (Hardcover),Avengers: The Initiative (2007) #18,Avengers: The Initiative (2007) #18 (ZOMBIE VARIANT),Avengers: The Initiative (2007) #19,Cap Transport (2005) #10,Captain America (1998) #34,Howling Commandos (2009) #1,Invincible Iron Man (2008) #3,Marvel Masterworks: Doctor Strange Vol. (Hardcover),Marvel Masterworks: Doctor Strange Vol. (Hardcover),Marvel Masterworks: Sgt. Fury Vol. (Hardcover),Marvel Premiere (1972) #56,Mighty Avengers (2007) #17,New Avengers (2010) #10,Punisher (1995) #11,Secret Invasion Prologue (2008) #1,Secret Warriors (2008) #4,Secret Warriors (2008) #17,Secret Warriors (2008) #25,,,27,3,17
1009285,Dust,,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/4c003f17db9a6/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/4c003f17db9a6.jpg,8,New X-Men (Hardcover),New X-Men (2004) #25,New X-Men (2004) #27,New X-Men (2001) #133,New X-Men (2001) #138,New X-Men Vol. III: New Worlds (Trade Paperback),New X-Men: Childhood's End Vol. 2 (Trade Paperback),Runaways (2008) #10,,,,,,,,,,,,,,7,0,6
1009286,Earthquake,,http://i.annihil.us/u/prod/marvel/i/mg/2/90/4c003f153b571/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/90/4c003f153b571.jpg,7,Fantastic Four/Inhumans (Trade Paperback),Inhumans (2000) #4,Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover),Uncanny X-Men (1963) #137,Uncanny X-Men (1963) #275,X-Men Visionaries: Jim Lee (Trade Paperback),X-Men: The Dark Phoenix Saga (New Printing) (Trade Paperback),,,,,,,,,,,,,,,3,0,6
1010785,Echo,,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00373a2629f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00373a2629f.jpg,22,Daredevil (1998) #9,Daredevil (1998) #11,Daredevil (1998) #12,Daredevil (1998) #13,Daredevil (1998) #14,Daredevil (1998) #15,Daredevil (1998) #17,Daredevil (1998) #51,Daredevil (1998) #52,Daredevil Vol. 8: Echo äóñ Vision Quest (Trade Paperback),Daredevil Vol. II: Parts of a Hole (Trade Paperback),Daredevil Vol. III: Wake Up (Trade Paperback),Mighty Avengers (2007) #8,Moon Knight (2010) #6,Moon Knight (2010) #7,New Avengers (2004) #11,New Avengers (2004) #12,New Avengers (2004) #13,New Avengers (2004) #31,,,19,2,10
1010787,Eddie Brock,,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4de932f1a298a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4de932f1a298a.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009396,Eddie Lau,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010999,"Edward ""Ted"" Forrester",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,Laurell K. Hamilton's Anita Blake - Vampire Hunter: The First Death (2007) #2,"Laurell K. Hamilton's Anita Blake, Vampire Hunter: The First Death DM Only (Hardcover)",,,,,,,,,,,,,,,,,,,,1,0,2
1011072,Edwin Jarvis,,http://i.annihil.us/u/prod/marvel/i/mg/5/40/4c0030e231f6b/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/40/4c0030e231f6b.jpg,72,Amazing Spider-Man (1999) #673,Avengers (1998) #1,Avengers (1998) #4,Avengers (1998) #5,Avengers (1998) #6,Avengers (1998) #8,Avengers (1998) #9,Avengers (1998) #11,Avengers (1998) #12,Avengers (1998) #13,Avengers (1998) #14,Avengers (2010) #14,Avengers (1998) #16,Avengers (1998) #17,Avengers (1998) #19,Avengers (1998) #20,Avengers (1998) #21,Avengers (1998) #22,Avengers (1998) #24,,,62,5,18
1011060,Ego,,http://i.annihil.us/u/prod/marvel/i/mg/c/d0/535fec6d62b7f/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/d0/535fec6d62b7f.jpg,4,Astonishing Thor (2010) #2,Avengers (1998) #35,Avengers Assemble Vol. 4 (Hardcover),Essential Thor Vol. 5 (Trade Paperback),,,,,,,,,,,,,,,,,,3,0,4
1009287,Electro,,http://i.annihil.us/u/prod/marvel/i/mg/5/60/4c003f1214bd7/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/60/4c003f1214bd7.jpg,64,Amazing Spider-Girl Vol. 1: Whatever Happened to the Daughter of Spider-Man (Trade Paperback),Amazing Spider-Man (1963) #9,Amazing Spider-Man (1963) #334,Amazing Spider-Man (1999) #612,Amazing Spider-Man (1999) #612 (VARIANT),Amazing Spider-Man (1999) #612 (GRANOV 50/50 COVER),Amazing Spider-Man (1999) #613,Amazing Spider-Man (1999) #613 (VARIANT),Amazing Spider-Man (1999) #614,Amazing Spider-Man (1999) #623,Amazing Spider-Man (1999) #623 (JUSKO VARIANT),Amazing Spider-Man (1999) #623 (VILLAIN VARIANT),Amazing Spider-Man (1999) #642,Amazing Spider-Man (1999) #643,Amazing Spider-Man (1999) #643 (SHS VARIANT),Amazing Spider-Man (1999) #643 (JIMENEZ VARIANT),Amazing Spider-Man (1999) #645 (SPIDEY VS. VARIANT),Amazing Spider-Man (1999) #645 (SPIDEY VS. VARIANT),Amazing Spider-Man (1999) #646,,,64,2,29
1010922,Electro (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/4c0034491f280/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/4c0034491f280.jpg,4,Ultimate Spider-Man (2000) #12,Ultimate Spider-Man Ultimate Collection Book 1 (Trade Paperback),Ultimate Spider-Man Vol. 2: Learning Curve (Trade Paperback),Ultimate Spider-Man Vol. II: Learning Curve (Trade Paperback),,,,,,,,,,,,,,,,,,2,0,4
1009288,Elektra,,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/51114fec4a2c8/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/51114fec4a2c8.jpg,114,Black Widow (2010) #2,Black Widow (2010) #3,Daredevil (1998) #7,Daredevil (1998) #8,Daredevil (1998) #16,Daredevil (1998) #28,Daredevil (1998) #32,Daredevil (1998) #37,Daredevil (1998) #78,Daredevil (1998) #79,Daredevil (1964) #168,Daredevil (1964) #174,Daredevil (1964) #175,Daredevil (1964) #176,Daredevil (1964) #179,Daredevil (1964) #181,Daredevil (1964) #189,Daredevil (1964) #190,Daredevil (1964) #319,,,156,7,37
1010923,Elektra (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/03/53176bc813157/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/03/53176bc813157.jpg,9,Ultimate Daredevil & Elektra (Trade Paperback),Ultimate Daredevil and Elektra (2002) #1,Ultimate Daredevil and Elektra (2002) #2,Ultimate Daredevil and Elektra (2002) #3,Ultimate Daredevil and Elektra (2002) #4,Ultimate Elektra (2004) #1,Ultimate Elektra: Devil's Due (Trade Paperback),Ultimate Spider-Man (2000) #84,Ultimate Spider-Man Vol. 14: Warriors (Trade Paperback),,,,,,,,,,,,,10,0,6
1010355,Elements of Doom,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009290,Elite,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011082,Elixir,,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/52740e1b4ad81/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/52740e1b4ad81.jpg,6,Cable (2008) #13,"Cable (2008) #13 (OLIVETTI (MW, 50/50 COVER))",Cable (2008) #14,"Cable (2008) #14 (OLIVETTI MW, 50/50 COVER)",New X-Men (2004) #25,New X-Men: Childhood's End Vol. 2 (Trade Paperback),,,,,,,,,,,,,,,,5,1,3
1011122,Elloe Kaifi,,http://i.annihil.us/u/prod/marvel/i/mg/4/50/5269559c8d0c9/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/50/5269559c8d0c9.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010701,Elsa Bloodstone,,http://i.annihil.us/u/prod/marvel/i/mg/e/b0/4c0038ccbe4fa/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/b0/4c0038ccbe4fa.jpg,3,Legion of Monsters (2011) #1,Legion of Monsters (2011) #3,Legion of Monsters (2011) #4,,,,,,,,,,,,,,,,,,,3,0,1
1009310,Emma Frost,,http://i.annihil.us/u/prod/marvel/i/mg/9/80/51151ef7cf4c8/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/80/51151ef7cf4c8.jpg,226,Astonishing X-Men (2004) #1,Astonishing X-Men (2004) #2,Astonishing X-Men (2004) #3,Astonishing X-Men (2004) #4,Astonishing X-Men (2004) #5,Astonishing X-Men (2004) #6,Astonishing X-Men (2004) #7,Astonishing X-Men (2004) #8,Astonishing X-Men (2004) #9,Astonishing X-Men (2004) #10,Astonishing X-Men (2004) #12,Astonishing X-Men (2004) #13,Astonishing X-Men (2004) #14,Astonishing X-Men (2004) #15,Astonishing X-Men (2004) #16,Astonishing X-Men (2004) #17,Astonishing X-Men (2004) #18,Astonishing X-Men (2004) #19,Astonishing X-Men (2004) #19 (Variant),,,213,7,85
