Id,Name,Description,250x250 Thumbnail,Full Size Thumbnail,Comics Available,ComicName0,ComicName1,ComicName2,ComicName3,ComicName4,ComicName5,ComicName6,ComicName7,ComicName8,ComicName9,ComicName10,ComicName11,ComicName12,ComicName13,ComicName14,ComicName15,ComicName16,ComicName17,ComicName18,ComicName19,ComicName20,Stories Available,Events Available,Series Available
1011268,Cuckoo,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009244,Curt Conners,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011174,Cuthbert,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009256,Cyber,,http://i.annihil.us/u/prod/marvel/i/mg/1/f0/4c0040521bc06/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/f0/4c0040521bc06.jpg,11,Wolverine (1988) #79,Wolverine (1988) #80,Wolverine (1988) #81,Wolverine (1988) #93,Wolverine (1988) #94,Wolverine (1988) #95,Wolverine (1988) #96,Wolverine (1988) #176,X-Factor (1986) #80,X-Factor (1986) #81,X-Factor Visionaries: Peter David Vol. 3 (Trade Paperback),,,,,,,,,,,13,0,3
1009257,Cyclops,,http://i.annihil.us/u/prod/marvel/i/mg/6/70/526547e2d90ad/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/70/526547e2d90ad.jpg,703,Age of Apocalypse: The Chosen (1995) #1,Age of X: Universe (2011) #1,Alpha Flight (1983) #1,Alpha Flight (1983) #110,Alpha Flight (1983) #111,Alpha Flight Classic Vol. 1 (Trade Paperback),Amazing Spider-Man (1999) #661 (X-Men Art Variant),Astonishing X-Men (2004) #1,Astonishing X-Men (2004) #2,Astonishing X-Men (2004) #3,Astonishing X-Men (2004) #4,Astonishing X-Men (2004) #5,Astonishing X-Men (2004) #6,Astonishing X-Men (2004) #7,Astonishing X-Men (2004) #8,Astonishing X-Men (2004) #9,Astonishing X-Men (2004) #10,Astonishing X-Men (2004) #11,,,,762,26,216
1010918,Cyclops (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/c/80/53176b8fe1dfa/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/80/53176b8fe1dfa.jpg,44,Ultimate Marvel Team-Up (2001) #11,Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback),Ultimate Spider-Man (2000) #93,Ultimate Spider-Man Vol. 16: Deadpool (Trade Paperback),Ultimate X-Men (2000) #1,Ultimate X-Men (2000) #2,Ultimate X-Men (2000) #3,Ultimate X-Men (2000) #4,Ultimate X-Men (2000) #5,Ultimate X-Men (2000) #6,Ultimate X-Men (2000) #7,Ultimate X-Men (2000) #8,Ultimate X-Men (2000) #9,Ultimate X-Men (2000) #10,Ultimate X-Men (2000) #11,Ultimate X-Men (2000) #12,Ultimate X-Men (2000) #15,Ultimate X-Men (2000) #16,,,,58,0,17
1017473,Cyclops (X-Men: Battle of the Atom),,http://i.annihil.us/u/prod/marvel/i/mg/9/40/52d72a169ddf0/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/40/52d72a169ddf0.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011385,Cypher,,http://i.annihil.us/u/prod/marvel/i/mg/2/10/4ce5a70abf6fb/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/10/4ce5a70abf6fb.jpg,7,New Mutants (2010) #23 (2nd Printing Variant),New Mutants (2009) #25,New Mutants (2010) #25 (Adams Variant ),New Mutants (2009) #25 (X-Man Variant),New Mutants (2009) #31,New Mutants (2010) #33,New Mutants (2010) #33 (Keown Variant),,,,,,,,,,,,,,,7,2,2
1011050,D'Ken Neramani,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009258,Dagger,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/528d31c9eac10/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/528d31c9eac10.jpg,33,Amazing Spider-Man (1999) #663,Amazing Spider-Man (1999) #666,Amazing Spider-Man (1999) #667,Civil War (2006) #1,Civil War (2006) #1 (Turner Variant),Civil War (2006) #1 (sketch variant),Spider-Island: Cloak & Dagger (2011) #3,Cloak and Dagger (2010) #1,"Doctor Strange, Sorcerer Supreme (1988) #1","Doctor Strange, Sorcerer Supreme (1988) #9",Marvel Fanfare (1982) #19,Marvel Fanfare (1982) #54,Marvel Knights (2000) #1,Marvel Knights (2000) #2,Marvel Knights (2000) #3,Marvel Knights (2000) #4,Marvel Knights (2000) #5,Marvel Knights (2000) #6,,,,41,3,12
1010774,Daily Bugle,,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4ce5a31605544/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4ce5a31605544.jpg,1,Amazing Spider-Man Annual (1964) #16,,,,,,,,,,,,,,,,,,,,,1,0,1
1010719,Daimon Hellstrom,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4ce5a2959ba25/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4ce5a2959ba25.jpg,4,Hellstorm: Son of Satan (2006) #2,New Avengers By Brian Michael Bendis Vol. 2 TPB (Trade Paperback),Villains for Hire (2011) #0.1,Wolverine (2010) #6,,,,,,,,,,,,,,,,,,4,0,4
1011001,Daken,,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/520289a920fd9/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/520289a920fd9.jpg,33,All-New Savage She-Hulk (2009) #4,Daken/X-23 Collision Premiere HC (Hardcover),Daken: Dark Wolverine (2010) #5,Daken: Dark Wolverine (2010) #6,Daken: Dark Wolverine (2010) #7,Daken: Dark Wolverine (2010) #8,Daken: Dark Wolverine (2010) #9,Daken: Dark Wolverine (2010) #9.1,Daken: Dark Wolverine (2010) #11,Daken: Dark Wolverine (2010) #12,Daken: Dark Wolverine (2010) #13,Daken: Dark Wolverine (2010) #14,Daken: Dark Wolverine (2010) #15,Daken: Dark Wolverine (2010) #16,Daken: Dark Wolverine (2010) #17,Daken: Dark Wolverine (2010) #18,Daken: Dark Wolverine (2010) #19,Daken: Dark Wolverine (2010) #20,,,,35,1,11
1011333,Dakota North,,http://i.annihil.us/u/prod/marvel/i/mg/7/d0/4ce5a6888f769/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/d0/4ce5a6888f769.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009259,Damage Control,,http://i.annihil.us/u/prod/marvel/i/mg/5/00/4c00404b5e1a2/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/00/4c00404b5e1a2.jpg,1,Marvel Comics Presents (1988) #19,,,,,,,,,,,,,,,,,,,,,1,0,1
1009453,Dani Moonstar,,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4ce5a0614487a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4ce5a0614487a.jpg,14,Earth X (1999) #6,Earth X (New (Trade Paperback),Essential X-Men Vol. 6 (All-New Edition) (Trade Paperback),Excalibur (1988) #78,Excalibur (1988) #104,Excalibur (1988) #105,New Mutants (2010) #23 (2nd Printing Variant),New Mutants (2009) #25,New Mutants (2010) #25 (Adams Variant ),New Mutants (2009) #25 (X-Man Variant),New Mutants (2009) #29,New Mutants (2009) #31,New X-Men (2004) #16,Secret Wars II (1985) #1,,,,,,,,15,3,8
1010776,Danny Rand,,http://i.annihil.us/u/prod/marvel/i/mg/2/20/4c00374b1008a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/20/4c00374b1008a.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009262,Daredevil,"Abandoned by his mother, Matt Murdock was raised by his father, boxer ""Battling Jack"" Murdock, in Hell's Kitchen. Realizing that rules were needed to prevent people from behaving badly, young Matt decided to study law; however, when he saved a man from an oncoming truck, it spilled a radioactive cargo that rendered Matt blind while enhancing his remaining senses. Under the harsh tutelage of blind martial arts master Stick, Matt mastered his heightened senses and became a formidable fighter.",http://i.annihil.us/u/prod/marvel/i/mg/d/50/50febb79985ee/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/50/50febb79985ee.jpg,826,ACTS OF VENGEANCE CROSSOVERS OMNIBUS (Hardcover),ACTS OF VENGEANCE CROSSOVERS OMNIBUS (DM Only) (Hardcover),Alias Omnibus (Hardcover),Alpha Flight (1983) #1,Alpha Flight (1983) #127,Alpha Flight Classic Vol. 1 (Trade Paperback),Amazing Spider-Man (1963) #16,Amazing Spider-Man (1999) #566,Amazing Spider-Man (1999) #567,Amazing Spider-Man (1999) #587,Amazing Spider-Man (1999) #600,Amazing Spider-Man (1999) #600 (2ND PRINTING VARIANT),Amazing Spider-Man (1999) #677,Amazing Spider-Man Annual (1964) #3,Amazing Spider-Man Annual (1964) #15,Amazing Spider-Man Omnibus Vol. 1 (Hardcover),Astonishing Tales (2009) #4,Avengers (1998) #10,,,,1358,11,162
1017292,Daredevil (LEGO Marvel Super Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1017312,Daredevil (Marvel Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/6/00/5239be8a1c152/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/00/5239be8a1c152.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010919,Daredevil (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/53176b9e705dc/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/53176b9e705dc.jpg,10,Ultimate Daredevil & Elektra (Trade Paperback),Ultimate Daredevil and Elektra (2002) #1,Ultimate Daredevil and Elektra (2002) #2,Ultimate Daredevil and Elektra (2002) #3,Ultimate Daredevil and Elektra (2002) #4,Ultimate Elektra (2004) #1,Ultimate Elektra: Devil's Due (Trade Paperback),Ultimate Marvel Team-Up (2001) #7,Ultimate Marvel Team-Up (2001) #8,Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback),,,,,,,,,,,,12,0,6
1011306,Dargo Ktor,,http://i.annihil.us/u/prod/marvel/i/mg/c/b0/4ce5a6299ade4/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/b0/4ce5a6299ade4.jpg,1,Thor (1966) #440,,,,,,,,,,,,,,,,,,,,,1,0,1
1011367,Dark Avengers,,http://i.annihil.us/u/prod/marvel/i/mg/f/a0/526032c703d06/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/a0/526032c703d06.jpg,48,All-New Savage She-Hulk (2009) #2,Amazing Spider-Man (1999) #596,Amazing Spider-Man (1999) #596 (2ND PRINTING VARIANT),Amazing Spider-Man (1999) #597,Amazing Spider-Man (1999) #597 (2ND PRINTING VARIANT),Dark Avengers (2009) #1,Dark Avengers (2009) #1 (3RD PRINTING VARIANT (DR)),Dark Avengers (2009) #2,Dark Avengers (2009) #2 (YOUNG GUN VARIANT),Dark Avengers (2009) #2 (YOUNG GUN VARIANT),Dark Avengers (2009) #3,Dark Avengers (2009) #3 (YOUNG GUN VARIANT (DR) YOUNG GUN VARIANT),Dark Avengers (2009) #3 (2ND PRINTING VARIANT),Dark Avengers (2009) #4,"Dark Avengers (2009) #4 (YOUNG GUN VARIANT (DR, 1 FOR 15))",Dark Avengers (2009) #5,Dark Avengers (2009) #5 (YOUNG GUN VARIANT),Dark Avengers (2009) #6,,,,59,2,7
1010907,Dark Beast,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/52602f32efdab/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/52602f32efdab.jpg,2,Uncanny X-Force (2010) #14,Uncanny X-Force (2010) #14 (2nd Printing Variant),,,,,,,,,,,,,,,,,,,,2,0,1
1009265,Dark Phoenix,,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/4ce59f6c7e332/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/4ce59f6c7e332.jpg,17,Clandestine Classic Premiere (Hardcover),Essential X-Men Vol. 2 (All-New Edition) (Trade Paperback),Iron Age: Alpha (2010) #1,Iron Age: Alpha (2010) #1 (Segovia Variant),Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover),Uncanny X-Men (1963) #135,Uncanny X-Men (1963) #136,Uncanny X-Men (1963) #175,Uncanny X-Men (1963) #375,X-Factor (1986) #2,X-Factor (1986) #13,X-Factor Annual (1986) #3,X-Men (1991) #1,X-Men (1991) #80,X-Men: Clan Destine (1996) #2,X-Men: Mutant Genesis (Trade Paperback),X-Men: The Dark Phoenix Saga (New Printing) (Trade Paperback),,,,,14,1,11
1011387,Dark X-Men,,http://i.annihil.us/u/prod/marvel/i/mg/9/40/4ce5a7160a79b/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/40/4ce5a7160a79b.jpg,6,Dark X-Men (2009) #1,Dark X-Men (2009) #2,Dark X-Men (2009) #3,Dark X-Men (2009) #4,Dark X-Men (2009) #5,Uncanny X-Men (1963) #514,,,,,,,,,,,,,,,,6,1,2
1011020,Darkhawk,,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/5269553f4bc6a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/5269553f4bc6a.jpg,6,Avengers (1998) #1,Avengers (1998) #2,Avengers (1998) #3,Avengers (1998) #4,Avengers (1998) #51,Avengers Assemble (Hardcover),,,,,,,,,,,,,,,,7,0,2
1009266,Darkstar,,http://i.annihil.us/u/prod/marvel/i/mg/d/20/4ce59f77ea6f1/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/20/4ce59f77ea6f1.jpg,20,Avengers (1998) #42,Avengers Assemble Vol. 4 (Hardcover),Avengers: The Kang Dynasty (Trade Paperback),Champions (1975) #10,Champions (1975) #14,Champions (1975) #15,Champions (1975) #17,Champions Classic Vol. 1 (Trade Paperback),Champions Classic Vol. 2 (Trade Paperback),Iron Man (1998) #9,Iron Man (1998) #10,Iron Man Annual (1970) #4,Maximum Security (2000) #1,Maximum Security (2000) #3,New X-Men (Hardcover),New X-Men (2001) #128,New X-Men (2001) #129,New X-Men (2001) #130,,,,14,1,13
1011016,Darwin,,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003269b12a4/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003269b12a4.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009267,Dazzler,,http://i.annihil.us/u/prod/marvel/i/mg/6/10/4fe364b0a2177/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/10/4fe364b0a2177.jpg,157,A-Force (2016) #6,Alpha Flight (1983) #61,Amazing Spider-Man (1963) #203,Avengers (1963) #221,Avengers: The Initiative (2007) #27 (70TH FRAME VARIANT),Classic X-Men (1986) #36,Classic X-Men (1986) #37,Classic X-Men (1986) #38,Dazzler (1981) #1,Dazzler (2010) #1,Dazzler (1981) #2,Dazzler (1981) #3,Dazzler (1981) #4,Dazzler (1981) #5,Dazzler (1981) #6,Dazzler (1981) #7,Dazzler (1981) #8,Dazzler (1981) #9,,,,201,6,52
1010920,Dazzler (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/f/20/4c0034510900d/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/20/4c0034510900d.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010341,Deacon Frost,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011087,Dead Girl,,http://i.annihil.us/u/prod/marvel/i/mg/5/20/4c0030c61eb15/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/20/4c0030c61eb15.jpg,12,X-Force (1991) #125,X-Force (1991) #126,X-Force (1991) #127,X-Force (1991) #128,X-Force (1991) #129,"X-Force: Famous, Mutant & Mortal (Hardcover)",X-Statix (2002) #2,X-Statix (2002) #8,X-Statix Presents: Dead Girl (Trade Paperback),X-Statix Presents: Dead Girl (2006) #1,X-Statix Vol. 2: Good Guys & Bad Guys (Trade Paperback),X-Statix Vol. I (Trade Paperback),,,,,,,,,,9,0,7
1009268,Deadpool,,http://i.annihil.us/u/prod/marvel/i/mg/9/90/5261a86cacb99/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/90/5261a86cacb99.jpg,417,5 Ronin (Hardcover),5 Ronin (2010) #5,5 Ronin (2010) #5 (MCGUINNESS COVER),Agent X (2002) #15,Amazing Spider-Man (1999) #611,Amazing Spider-Man (1999) #620 (DEADPOOL VARIANT),Avengers: The Initiative (2007) #33 (DEADPOOL VARIANT),Battle Scars (2011) #3,Battle Scars (2011) #4,Cable (2008) #13,"Cable (2008) #13 (OLIVETTI (MW, 50/50 COVER))",Cable (2008) #14,"Cable (2008) #14 (OLIVETTI MW, 50/50 COVER)",Cable (2008) #15,"Cable (2008) #15 (OLIVETTI (MW, 50/50 COVER))",Cable & Deadpool (2004) #1,Cable & Deadpool (2004) #2,Cable & Deadpool (2004) #3,,,,596,9,100
1017316,Deadpool (Deadpool),,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/5239c232c227c/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/5239c232c227c.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1017336,Deadpool (LEGO Marvel Super Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/a/a0/5239f9a8ee88d/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/a0/5239f9a8ee88d.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1017474,Deadpool (X-Men: Battle of the Atom),,http://i.annihil.us/u/prod/marvel/i/mg/6/20/52d72a5b55a55/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/20/52d72a5b55a55.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1009269,Death,,http://i.annihil.us/u/prod/marvel/i/mg/5/80/526031f5a21eb/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/80/526031f5a21eb.jpg,19,Daredevil (1964) #156,Deadpool (1997) #33,Deadpool (1997) #34,Deadpool (1997) #35,Deadpool (1997) #36,Deadpool (1997) #37,Deadpool (2008) #50,Deadpool (1997) #61,"Doctor Strange, Sorcerer Supreme (1988) #21","Doctor Strange, Sorcerer Supreme (1988) #45",Fantastic Four Visionaries: John Byrne Vol. 5 (Trade Paperback),Infinity Gauntlet (1991) #1,Infinity Gauntlet (1991) #2,Infinity Gauntlet (1991) #3,New Mutants (1983) #41,New Mutants Classic Vol. 6 (Trade Paperback),The Thing (1983) #19,X-Men Chronicles (1995) #1,X-Men: The Complete Age of Apocalypse Epic Book 1 (Trade Paperback),,,18,3,11
1009270,Deathbird,,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c004041be770/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c004041be770.jpg,26,Avengers (1963) #189,Avengers: Galactic Storm Vol. 2 (Trade Paperback),Bishop: The Last X-Man (1999) #15,Chaos War: Dead Avengers (2010) #2,Iron Man (1968) #279,Uncanny X-Men (1963) #161,Uncanny X-Men (1963) #162,Uncanny X-Men (1963) #274,Uncanny X-Men (1963) #275,Uncanny X-Men (1963) #342,Uncanny X-Men (1963) #343,Uncanny X-Men (1963) #344,Uncanny X-Men (1963) #345,Uncanny X-Men (1963) #346,Uncanny X-Men (1963) #347,Uncanny X-Men (1963) #348,Uncanny X-Men (1963) #353,Uncanny X-Men (1963) #354,Uncanny X-Men (1963) #357,,,30,2,9
1011037,Deathcry,,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/535ff379c7c1b/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/535ff379c7c1b.jpg,3,Annihilation: Conquest - Starlord (2007) #2,Chaos War: Avengers (Trade Paperback),Chaos War: Dead Avengers (2010) #1,,,,,,,,,,,,,,,,,,,3,2,3
1010890,Deathlok,&nbsp;,http://i.annihil.us/u/prod/marvel/i/mg/7/10/526165a98dd8e/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/10/526165a98dd8e.jpg,22,Deathlok (Trade Paperback),Deathlok (2009) #1,Deathlok (2009) #1 (BUCKLER VARIANT),Deathlok (2009) #2,Deathlok (2009) #3,Deathlok (2009) #4,Deathlok (2009) #5,Deathlok (2009) #6,Deathlok (2009) #7,Marvel Comics Presents (1988) #62,Marvel Comics Presents: Wolverine Vol. 4 (Trade Paperback),Marvel Fanfare (1982) #4,Marvel Fanfare (1982) #23,Marvel Spotlight (1971) #33,Marvel Two-in-One (1974) #54,"Nick Fury, Agent of Shield (1989) #30",Original Sins (2014) #1,Paradise X (2002) #9,Paradise X Vol. 2 (New Printing) (Trade Paperback),,,21,1,12
1014997,Deathstrike (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,Ultimate X-Men (2000) #60,Ultimate X-Men Vol. 12: Hard Lessons (Trade Paperback),,,,,,,,,,,,,,,,,,,,1,0,2
1009713,Debra Whitman,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1010717,Debrii,,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0038c02e75a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0038c02e75a.jpg,3,New Warriors (2005) #4,New Warriors (2005) #6,New Warriors: Reality Check (Trade Paperback),,,,,,,,,,,,,,,,,,,2,0,2
1011188,Deena Pilgrim,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,Powers (2009) #8,Powers (2009) #9,Powers: Who Killed Retro Girl? (Hardcover),,,,,,,,,,,,,,,,,,,4,0,2
1011023,Defenders,,http://i.annihil.us/u/prod/marvel/i/mg/3/80/526031e9c785a/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/80/526031e9c785a.jpg,179,Avengers/Defenders War Premiere (Hardcover),Defenders (1972) #1,Defenders (2011) #1,Defenders (2005) #1,Defenders (1972) #2,Defenders (2005) #2,Defenders (2005) #3,Defenders (2011) #3,Defenders (1972) #3,Defenders (1972) #4,Defenders (2005) #4,Defenders (1972) #5,Defenders (2005) #5,Defenders (2011) #5,Defenders (2011) #6,Defenders (1972) #6,Defenders (1972) #7,Defenders (2011) #8,Defenders (1972) #8,,,207,4,14
1011071,Demogoblin,"Jason Macendale, the newest Hobgoblin was down on his luck and offered the demon N'astirh his soul in exchange for power during the  Inferno crisis, turning him into the Demogoblin.",http://i.annihil.us/u/prod/marvel/i/mg/c/80/535fedd611db9/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/80/535fedd611db9.jpg,1,Marvel Comics Presents (1988) #112,,,,,,,,,,,,,,,,,,,,,1,0,1
1009271,Destiny,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,40,Avengers Annual (1967) #15,Marvel Fanfare (1982) #40,Marvel Masterworks: The Incredible Hulk Vol. 2 (Hardcover),Marvel Masterworks: The Sub-Mariner Vol. 2 (Hardcover),Sub-Mariner (1968) #1,Tales to Astonish (1959) #101,Uncanny X-Men (1963),Uncanny X-Men (1963) #141,Uncanny X-Men (1963) #142,Uncanny X-Men (1963) #170,Uncanny X-Men (1963) #177,Uncanny X-Men (1963) #178,Uncanny X-Men (1963) #185,Uncanny X-Men (1963) #199,Uncanny X-Men (1963) #200,Uncanny X-Men (1963) #223,Uncanny X-Men (1963) #224,Uncanny X-Men (1963) #225,Uncanny X-Men (1963) #226,,,37,4,20
1009272,Detective Soap,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011107,Deviants,,http://i.annihil.us/u/prod/marvel/i/mg/1/e0/4c0030a603d23/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/e0/4c0030a603d23.jpg,4,S.H.I.E.L.D. (2010) #3,X-Force (1991) #94,X-Force (1991) #96,X-Force (1991) #97,,,,,,,,,,,,,,,,,,4,0,2
1017583,Devil Dinosaur (Devil Dinosaur),,http://i.annihil.us/u/prod/marvel/i/mg/9/90/54aedc448b925/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/90/54aedc448b925.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1017102,Devil Dinosaur (HAS),"They say a dog is man's best friend, so naturally Hulk's best friend is a T-Rex! Devil Dinosaur is the team's trusty prehistoric pet that occasionally lends his massive jaws to the fight. Although he's got tiny arms, Devil's got a big heart and an even bigger bite!",http://i.annihil.us/u/prod/marvel/i/mg/c/20/5232153150e10/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/20/5232153150e10.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011142,Devos,,http://i.annihil.us/u/prod/marvel/i/mg/4/20/4c002f87999a7/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/20/4c002f87999a7.jpg,0,,,,,,,,,,,,,,,,,,,,,,0,0,0
1011260,Dexter Bennett,,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4ce5a5d5d8932/standard_fantastic.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4ce5a5d5d8932.jpg,3,Amazing Spider-Man (1999) #607,Amazing Spider-Man (1999) #613,Amazing Spider-Man (1999) #613 (VARIANT),,,,,,,,,,,,,,,,,,,3,0,1
